iter	Passed	Remaining
256	416	1203
257	417	1201
258	418	1198
259	420	1195
260	421	1192
261	422	1190
262	424	1189
263	425	1187
264	427	1185
265	428	1183
266	430	1180
267	431	1177
268	432	1175
269	433	1172
270	435	1170
271	436	1167
272	437	1165
273	438	1163
274	440	1161
275	442	1159
276	443	1157
277	444	1155
278	446	1153
279	447	1150
280	448	1148
281	449	1145
282	451	1143
283	452	1140
284	454	1139
285	456	1138
286	457	1136
287	458	1134
288	460	1131
289	461	1129
290	462	1126
291	463	1124
292	465	1122
293	466	1120
294	468	1118
295	469	1116
296	470	1114
297	472	1113
298	473	1110
299	474	1108
300	476	1105
301	477	1103
302	478	1100
303	479	1098
304	480	1095
305	482	1093
306	483	1091
307	484	1088
308	485	1086
309	486	1083
310	488	1081
311	489	1079
312	490	1077
313	491	1074
314	493	1072
315	494	1070
316	495	1067
317	496	1065
318	498	1063
319	499	1060
320	500	1058
321	501	1056
322	502	1054
323	504	1051
324	505	1049
325	506	1047
326	507	1045
327	508	1042
328	510	1040
329	511	1038
330	512	1036
331	514	1034
332	515	1032
333	516	1029
334	517	1027
335	519	1025
336	520	1023
337	521	1021
338	522	1019
339	524	1017
340	525	1015
341	526	1013
342	527	1011
343	528	1008
344	530	1006
345	531	1004
346	532	1002
347	533	1000
348	535	997
349	536	995
350	537	993
351	538	991
352	539	989
353	541	987
354	542	985
355	543	983
356	544	981
357	545	979
358	547	976
359	548	975
360	549	973
361	550	971
362	552	969
363	553	967
364	554	965
365	555	963
366	557	961
367	558	959
368	559	957
369	561	955
370	562	953
371	563	951
372	564	949
373	566	947
374	567	945
375	568	943
376	569	941
377	570	939
378	572	937
379	573	935
380	574	933
381	575	931
382	576	929
383	578	927
384	579	925
385	580	923
386	581	921
387	583	919
388	584	917
389	585	916
390	586	914
391	588	912
392	589	910
393	590	908
394	591	906
395	593	904
396	594	902
397	595	900
398	596	899
399	598	897
400	599	895
401	600	893
402	601	891
403	603	889
404	604	888
405	605	886
406	607	884
407	608	882
408	609	880
409	610	879
410	612	877
411	613	875
412	614	873
413	616	872
414	617	870
415	618	868
416	620	866
417	621	865
418	622	863
419	623	861
420	625	859
421	626	858
422	627	856
423	629	854
424	630	852
425	631	851
426	632	849
427	634	847
428	635	845
429	636	843
430	637	842
431	639	840
432	640	839
433	642	837
434	643	835
435	644	833
436	645	832
437	647	830
438	648	828
439	649	826
440	650	824
441	652	823
442	653	821
443	654	819
444	655	817
445	657	816
446	658	814
447	659	812
448	660	810
449	661	808
450	663	807
451	664	805
452	665	803
453	666	801
454	668	800
455	669	798
456	670	796
457	671	794
458	672	793
459	674	791
460	675	789
461	676	787
462	677	786
463	679	784
464	680	782
465	681	780
466	682	779
467	683	777
468	685	775
469	686	774
470	687	772
471	688	770
472	690	769
473	691	767
474	692	765
475	693	763
476	695	762
477	696	760
478	697	758
479	698	757
480	700	755
481	701	753
482	702	752
483	703	750
484	705	748
485	706	747
486	707	745
487	708	743
488	710	742
489	711	740
490	712	738
491	713	736
492	714	735
493	716	733
494	717	731
495	718	730
496	719	728
497	721	726
498	722	725
499	723	723
500	724	721
501	725	720
502	727	718
503	728	716
504	729	715
505	731	713
506	732	712
507	733	710
508	735	709
509	736	707
510	738	706
511	739	704
512	740	703
513	742	701
514	743	700
515	744	698
516	745	696
517	747	695
518	748	693
519	749	692
520	751	690
521	752	688
522	753	687
523	754	685
524	756	684
525	757	682
526	758	680
527	759	679
528	761	677
529	762	676
530	763	674
531	765	673
532	766	671
533	767	669
534	768	668
535	769	666
536	771	664
537	772	663
538	773	661
539	774	660
540	776	658
541	777	656
542	778	655
543	779	653
544	780	651
545	782	650
546	783	648
547	784	647
548	785	645
549	786	643
550	788	642
551	789	640
552	790	639
553	791	637
554	793	636
555	794	634
556	795	632
557	797	631
558	798	629
559	799	628
560	800	626
561	802	625
562	803	623
563	804	621
564	805	620
565	807	618
566	808	617
567	809	615
568	811	614
569	812	612
570	813	611
571	814	609
572	816	608
573	817	606
574	818	605
575	820	603
576	821	602
577	822	600
578	823	599
579	825	597
580	826	595
581	827	594
582	828	592
583	830	591
584	831	589
585	832	588
586	833	586
587	835	585
588	836	583
589	837	582
590	838	580
591	840	579
592	841	577
593	842	576
594	844	574
595	845	572
596	846	571
597	847	569
598	849	568
599	850	566
600	851	565
601	852	563
602	854	562
603	855	560
604	856	559
605	857	557
606	858	556
607	860	554
608	861	553
609	862	551
610	863	550
611	865	548
612	866	546
613	867	545
614	868	543
615	870	542
616	871	540
617	872	539
618	873	537
619	875	536
620	876	534
621	877	533
622	878	531
623	880	530
624	881	528
625	882	527
626	883	525
627	885	524
628	886	522
629	887	521
630	888	519
631	890	518
632	891	516
633	892	515
634	893	513
635	895	512
636	896	510
637	897	509
638	898	507
639	900	506
640	901	504
641	902	503
642	903	501
643	904	500
644	906	498
645	907	497
646	908	495
647	909	494
648	911	492
649	912	491
650	913	489
651	914	488
652	915	486
653	917	485
654	918	483
655	919	482
656	920	480
657	922	479
658	923	477
659	924	476
660	925	474
661	927	473
662	928	471
663	929	470
664	930	468
665	932	467
666	933	465
667	934	464
668	935	463
669	937	461
670	938	460
671	939	458
672	940	457
673	941	455
674	943	454
675	944	452
676	945	451
677	946	449
678	948	448
679	949	446
680	950	445
681	951	443
682	953	442
683	954	440
684	955	439
685	956	437
686	957	436
687	959	434
688	960	433
689	961	432
690	962	430
691	964	429
692	965	427
693	966	426
694	967	424
695	969	423
696	970	421
697	971	420
698	973	419
699	974	417
700	975	416
701	976	414
702	978	413
703	979	411
704	980	410
705	981	408
706	983	407
707	984	405
708	985	404
709	986	403
710	988	401
711	989	400
712	990	398
713	992	397
714	993	395
715	994	394
716	995	392
717	996	391
718	998	390
719	999	388
720	1000	387
721	1001	385
722	1002	384
723	1004	382
724	1005	381
725	1006	379
726	1007	378
727	1009	377
728	1010	375
729	1011	374
730	1012	372
731	1014	371
732	1015	369
733	1016	368
734	1017	367
735	1019	365
736	1020	364
737	1021	362
738	1022	361
739	1024	359
740	1025	358
741	1026	356
742	1027	355
743	1029	354
744	1030	352
745	1031	351
746	1032	349
747	1034	348
748	1035	346
749	1036	345
750	1038	344
751	1039	342
752	1040	341
753	1041	339
754	1043	338
755	1044	337
756	1045	335
757	1047	334
758	1048	332
759	1049	331
760	1051	330
761	1052	328
762	1053	327
763	1054	325
764	1056	324
765	1057	323
766	1058	321
767	1060	320
768	1061	318
769	1062	317
770	1063	315
771	1065	314
772	1066	313
773	1067	311
774	1068	310
775	1070	308
776	1071	307
777	1072	306
778	1073	304
779	1075	303
780	1076	301
781	1077	300
782	1078	298
783	1080	297
784	1081	296
785	1082	294
786	1083	293
787	1085	291
788	1086	290
789	1087	289
790	1089	287
791	1090	286
792	1092	285
793	1093	283
794	1094	282
795	1096	280
796	1097	279
797	1099	278
798	1100	276
799	1101	275
800	1103	274
801	1104	272
802	1106	271
803	1107	270
804	1109	268
805	1110	267
806	1111	265
807	1113	264
808	1114	263
809	1115	261
810	1117	260
811	1118	258
812	1119	257
813	1120	256
814	1122	254
815	1123	253
816	1125	252
817	1126	250
818	1127	249
819	1129	247
820	1130	246
821	1131	245
822	1133	243
823	1134	242
824	1135	240
825	1137	239
826	1138	238
827	1139	236
828	1140	235
829	1142	233
830	1143	232
831	1144	231
832	1146	229
833	1147	228
834	1148	226
835	1149	225
836	1151	224
837	1152	222
838	1153	221
839	1154	219
840	1156	218
841	1157	217
842	1158	215
843	1159	214
844	1161	212
845	1162	211
846	1163	210
847	1164	208
848	1166	207
849	1167	206
850	1168	204
851	1169	203
852	1171	201
853	1172	200
854	1173	199
855	1175	197
856	1176	196
857	1177	194
858	1178	193
859	1180	192
860	1181	190
861	1182	189
862	1183	187
863	1185	186
864	1186	185
865	1187	183
866	1189	182
867	1190	181
868	1191	179
869	1193	178
870	1194	176
871	1195	175
872	1197	174
873	1198	172
874	1199	171
875	1201	170
876	1202	168
877	1203	167
878	1205	165
879	1206	164
880	1207	163
881	1209	161
882	1210	160
883	1211	159
884	1213	157
885	1214	156
886	1215	154
887	1217	153
888	1218	152
889	1219	150
890	1221	149
891	1222	148
892	1223	146
893	1225	145
894	1226	143
895	1227	142
896	1229	141
897	1230	139
898	1231	138
899	1232	136
900	1234	135
901	1235	134
902	1236	132
903	1238	131
904	1239	130
905	1240	128
906	1241	127
907	1243	125
908	1244	124
909	1245	123
910	1247	121
911	1248	120
912	1249	119
913	1250	117
914	1252	116
915	1253	114
916	1254	113
917	1256	112
918	1257	110
919	1258	109
920	1260	108
921	1261	106
922	1262	105
923	1264	103
924	1265	102
925	1266	101
926	1268	99
927	1269	98
928	1270	97
929	1271	95
930	1273	94
931	1274	92
932	1275	91
933	1276	90
934	1278	88
935	1279	87
936	1280	86
937	1281	84
938	1283	83
939	1284	82
940	1286	80
941	1287	79
942	1288	77
943	1290	76
944	1291	75
945	1292	73
946	1294	72
947	1295	71
948	1296	69
949	1297	68
950	1299	66
951	1300	65
952	1302	64
953	1303	62
954	1304	61
955	1305	60
956	1307	58
957	1308	57
958	1309	56
959	1311	54
960	1312	53
961	1313	51
962	1315	50
963	1316	49
964	1317	47
965	1318	46
966	1320	45
967	1321	43
968	1323	42
969	1324	40
970	1325	39
971	1327	38
972	1328	36
973	1329	35
974	1330	34
975	1332	32
976	1333	31
977	1334	30
978	1336	28
979	1337	27
980	1338	25
981	1339	24
982	1341	23
983	1342	21
984	1344	20
985	1345	19
986	1346	17
987	1347	16
988	1349	15
989	1350	13
990	1352	12
991	1353	10
992	1354	9
993	1356	8
994	1357	6
995	1358	5
996	1360	4
997	1361	2
998	1362	1
999	1364	0
